StudentID,OrderedCourseSequence
STNR000144,"['11830', '11440', '28316', '28315', '11418', '28423', '28415', '11441', '28885', '28434', '28515', '28242', 'S28-10-1', '11430', '11442', 'S26-05-1', 'E28-35']"
STNR000145,"['28345', '28271', '28350', '42372', '28872', 'S28-10-1', 'S12-05-1', 'E28-30']"
STNR000146,"['47301', '28271', '42372', '28233-2', '28872', 'S28-10-1', 'E28-30']"
STNR000147,"['28443', '28361', '28434', '28212', '28160', '28214', '28213', '42490', '28852', '28310', '26510', '28423', 'S28-10-1', 'E28-30']"
STNR000148,"['27008', '2633', '28121-1', '2402', '28242', '28140', '28150-1', '2633', '42610', 'B28-20', '28221', '28140', '28420', '28233-2', '28530', '28831', '28451', '28350', 'P28-05-1', 'S28-10-1', '28480', 'E28-30']"
STNR000149,"['26426', '2633', '1035', '42610', 'B28-20', '47320', '41736', '28213', '26433', '28315', '28316', '26317', '33281', '28212', '41737', '28214', '26317', '28811', '26290', '26255', 'S28-10-1', '28310', 'E28-30']"
STNR000150,"['41736', '28213', '26433', '28315', '28316', '26317', '33281', '26428', '28212', '41737', '28214', '26317', '28811', '42372', 'S28-10-1', '26433', '28310', 'E28-30']"
STNR000151,"['26011', '2633', '1035', '26222', '26010', '27008', '28160', '28020', '28221', '10020', '2403', 'B28-20', '42610', '28420', '28530', '28233', '28480', '28451', '2450', '28361', '28443', '42002', 'S28-10-1', '28870', '2619', '28831', 'E28-30']"
STNR000152,"['26411', '28864-1', '28852', '27246', '28310', '28361', '28350', '28443', 'S28-10-1', '28213', '27247', '42490', '28315', '26416', 'E28-30']"
STNR000153,"['47301', '28271', '28350', '28872', '42490', 'S28-12-1', 'E23-30']"
STNR000154,"['28344', '28157', '28352', '1035', '28342', '62999', '28845', '42429', 'PRA28-30', 'DE28-20', '28361', '28434', '28345', '28850', '27405', '28233', '28480', '28855', '27455', '28361', '28361', 'S28-12-1', 'S28-12-1', '28310', '28455', 'E28-30']"
STNR000155,"['28350', 'S28-15-1', '2450', 'E28-30']"
STNR000156,"['28242', '28870', '28872', '28864-1', '28310', '28443', '28361', '28855', '28434', '28345', '23531', 'S28-15-1', '28420', '28852', 'E28-32']"
STNR000157,"['28420', '28872', '28852', '28530', '28350', '42490', '28434', '28345', '28231', 'S28-17-1', '42378-2', '47301', 'E28-32']"
STNR000158,"['28344', '28157', '28352', '28342', '2508', '62999', '28157', '28352', '26124', 'PRA36-30', '28342', '28157', '26411', '28342', '2631', 'DE26-20', '26436', '42490', '26317', '28855', '22117', '2411', '28212', '22235', '26245', '26422', '28315', '26436', '28310', '27322', '26125']"
STNR000159,"['28344', 'PRA28-30', '28352', '1035', '28342', '27026', '62999', 'DE26-20', '28157', '2411', '27405', '27230', '27430', '2633', '27422', '27455', '2411', '2450', '2411', '2450', '27460', '22110', '27641', '28480', '27322', '28345']"
STNR000160,"['28344', '26411', '2508', '62999', 'PRA26-30', '26407', 'DE26-20', 'DE26-20', '26436', '26438', '26422', '22126', '22208', '22202', '22235', '28850', '27322', '27102', '22231', '26422', '27430', '22179', '27691', '28233', '27430', '22235', '27691']"
STNR000161,"['26474', '28322', '28016', '28022', '41683', '2323', '2508', '28344', '2323', '62990', 'PRA28-30', '28352', '28342', '28157', '26124', '26124', '62107', '1035', 'DE26-20', '1035', '28361', '28434', '28345', '28855', '23521', '27246', '28233', '42430', '27023', '28850', '2631', 'S42-05-1']"
STNR000162,"['26400', '27022', '26371', '1901', '10916', '26173', '28012', '26271', '62999', '26471', '1920', '23932', '26374', '1920', '10916', '26474', '28322', '28016', '28022', '2508', '2323', '41683', '28342', '28344', '28342', 'PRA23-30', '28352', '28342', '28157', 'DE26-20']"
STNR000163,"['PRA27-30', '28352', '28342', '28344', 'DE28-20', '28157', '28352', '28352', 'DE27-20', '23258', '27322', '27324', 'S27-05-1', '27303', '27230', '27246', '28480', '27419', '28855', '27230', 'S27-10-1', '27410', '27230', '27641', '2411', '22141', '42634']"
STNR000164,"['28344', '41683', '28352', '26271', '28342', '28022', '26271', '41683', '2323', '27023', '2508', '28016', '26271', '42429', '28342', '2508', '28016', '28022', '2323', '28022', 'DE27-20', '28022', '23521', '23522', '28022', 'PRA27-30', '23102', '23552', '22508', '23102', '28231', '23101', '23564', '23521', '23211']"
STNR000165,"['28016', '28022', '28855', 'DE27-20', '42429', 'PRA28-30', '27322', '27324', '28850']"
STNR000166,"['26173', '1901', '28022', '27027', '1901', '28342', '2508', '28016', 'S27-05-2', '27023', '28022', '28342', 'DE27-20', '1901', '28342']"
STNR000167,"['2323', '26471', '26271', '23932', '26374', '26474', '28322', '28022', '28016', '1037', '41683', '28342', '2508', '28344', '28352', 'PRA28-30', '62990', '28157', 'DE27-20', '2632', '42490', '28315', '10316', '28212', '10316', '28212']"
STNR000168,"['28016', '28022', '41683', '2323', '2508', '28344', '28157', '28352', '62999', '28342', '28344', '28016', '1037', 'PRA28-30', '26407', '27022', '28342', 'DE27-20', '1920']"
STNR000169,"['26371', '26171', '1901', '10916', '26173', '28012', '26271', '26471', '1920', '23932', '26374', '26474', '28322', '28016', '28022', '2508', '2323', '41683', '28344', '1037', 'PRA28-30', '28352', '27022', '28342', '62999', '28157', 'DE27-20', '27026', '22117', '2411', '27220', '27302', '26125']"
STNR000170,"['28346', '23511', 'DE28-20', '23302', '23520', '42490', '23532', '23531', '23101', '23521', '23522', '23102', '23211', '28855', 'E23-30']"
STNR000171,"['42429', '2323', '28352', '2508', 'PRA28-30', 'DE28-20', '42401', '23521', '42490', '42490', '42452', '42371', '23102', '42433', '42433', '42417', '42575', '42587', '42879', '42351', 'S42-05-1', 'E42-35']"
STNR000172,"['PRA28-30', '1037', '2323', '42101', '42430', 'DE28-20']"
STNR000173,"['PRA28-30', 'S10-10-1', 'DE28-20']"
STNR000174,"['28244', '28852', 'DE28-20']"
STNR000175,"['28342', 'PRA28-30', '41786', '42415', 'DE28-20']"
STNR000176,"['28244', '28852', 'DE28-20']"
STNR000177,"['62107', '28242', '62107', 'DE28-20', '23520', '28423', '28443', '28361', '28434', '28345', '28244', '28420', '28852', '28233-2', '28530', '28451', '28350', 'E23-30']"
STNR000178,"['27022', '27022', '28852', 'DE28-20', '27022', '1035']"
STNR000179,['DE28-20']
STNR000180,"['42922', '26471', '26271', '23932', '26374', '28322', '41681', '28022', '28016', 'PRA28-30', '28352', '62662', '1035', '28342', '28157', '28157', '28352', '42490', 'DE28-20']"
STNR000181,"['42922', '26471', '26271', '23932', '26374', '28322', '41681', '28022', '28016', '23932', 'PRA28-30', '28352', '2323', '1035', '28342', '28157', '2633', '28157', '42490', 'DE28-20', '28361', '28350', '28443', '42429', '28420', '28852', '28233', '42433', '23532', '28434', '28345']"
STNR000182,"['41681', 'CBS01', 'PRA28-30', '28157', '28322', '28352', '28342', 'DE28-20']"
STNR000183,"['CBS03', '42922', '26471', '26271', '23932', '26374', '28322', '41681', '28022', '28016', 'PRA28-30', '28352', '2323', '1035', '28342', '28157', '2633', '2633', '28157', '42490', 'DE28-20', '28361', '28350', '28443', '28434', '28345', '42429', '28420', '28852', '28233']"
STNR000184,"['PRA28-30', '28342', '42101', '2631', 'DE28-20', '2450', '42577', '42490', '2180', '2411', '2454', '2458', '42576', '2806', '42578', '42137', 'S42-05-1', '2807', '2456', 'E42-30', 'S42-02-1', '42429']"
STNR000185,"['PRA28-30', '28157', '28352', '2323', '28342', '26124', '2633', '1037', '42435', 'DE28-20', '28451', '28415', '42490', '26125', '28231']"
STNR000186,"['2323', 'PRA28-30', '42435', 'S28-02-1', 'DE28-20']"
STNR000187,"['28344', 'PRA28-30', '28157', '28352', '62999', '1035', '28342', '42429', '62107', 'DE28-20']"
STNR000188,"['PRA28-30', '28352', '26411', '28342', '62999', '26222', '28157', '62107', '28342', 'DE28-20']"
STNR000189,"['PRA28-30', '28352', '26411', '28342', '62999', '26222', '28157', '26124', 'DE28-20', '28213', '26433', '28315', '28310', '26317', '26428', '28212', '28214', '22281', '26426', '41737', '42372', 'E28-30']"
STNR000190,"['26371', '62212', '26171', '1901', '26173', '28012', '26271', '62213', '26471', '1920', '26374', '1037', '62214', '28322', '28016', '28022', '2323', '41683', '23932', '62215', '62990', 'PRA62-30', '28157', '28352', 'DE28-20', '26510', '28350', '41416', '28271', '26701']"
STNR000191,"['41683', '2323', '2508', '26374', '26474', '28322', '28022', '28016', '28342', '28344', 'PRA28-30', '28157', '28352', '62999', 'DE28-20', '28352']"
STNR000192,"['28344', '28157', '28352', '1035', '28342', '62999', '28845', 'PRA28-30', 'DE28-20', '28361', 'DE23-20', '28345', '42429', '27405', '28233', '28480', '27455', '28361', '28434', '28850', '27246', '28233', '28480', '28455', '28855', '28350', '2631', '28346', '28855']"
STNR000193,"['26471', '26271', '1920', '23932', '26374', '26474', '28322', '28022', '28016', '28016', '41683', '2323', '2508', '28344', 'PRA28-30', '28352', '1035', '28342', '62999', '2633', '62107', '28342', '28157', 'DE28-20', '28157', '28233', '28480', '28361', '28350', '26125', '27455']"
STNR000194,"['10916', '26471', '26271', '1920', '23932', '26374', '28322', '26271', '26474', '41683', '28016', '28022', '2508', '2323', '41683', '28344', '2323', '28344', '28157', '28352', '1035', '28342', '62999', '1035', '12143', '28342', 'PRA28-30', '62107', 'DE28-20']"
STNR000195,"['26171', '1901', '10916', '26173', '28012', '26271', '26471', '1920', '10916', '23932', '26374', '28012', '26271', '1920', '23932', '26474', '28322', '1920', '28016', '28022', '2508', '2323', '41683', '28344', '28157', '28352', '2323', '2508', '28244', '28342', '62999', '1035', '2323', '2508', '28345', '2508', 'PRA28-30', 'DE28-20']"
STNR000196,"['28322', '26271', '28016', '26471', '26474', '2323', '2508', '28022', '41683', '28342', '28344', '28022', '28157', '28352', '28872', '62999', '28022', '12500', 'PRA28-30', '42429', 'DE28-20']"
STNR000197,"['62990', '28022', '41683', '2323', '2508', '28344', '27022', '27026', '2508', '28344', '26474', '28352', '28157', 'DE28-20', '1035', 'PRA28-30', '1035', '28350', '28443', '28345', '28244', '42490', '28852', '26436', '27246', '28233', '26317', '26510', '28361', '28855', '26317']"
STNR000198,"['41683', '2323', '2508', '28344', '28157', '26474', '28352', '28342', '2633', '1037', 'PRA28-30', 'DE28-20', '62999', '23521', '23511', '28310', '23302', '42490', '28231', '23101', '23564', '23522', '23102', '23532']"
STNR000199,"['28344', '26271', '28157', '26371', '28352', '28016', '62999', 'S28-02-1', '28344', 'PRA28-30', '1037', 'DE28-20', '2508', '26474', '26173', '2508', '26474']"
STNR000200,"['23932', '26474', '28322', '28016', '28022', '41683', '2323', '2508', '28016', '28344', '2323', '28344', '28157', '28352', '23932', '62999', 'PRA28-30', '23932', '62107', '28342', '28852', '42430', '28342', 'DE28-20']"
STNR000201,"['26474', '28322', '28016', '28022', '41683', '2323', '2508', '28344', '28157', '28352', '1035', '28342', '62999', 'PRA28-30', '26411', '2631', 'DE28-20', '26411']"
STNR000202,"['26474', '28322', '28016', '28022', '41683', '2323', '2323', '2508', '28344', '1037', '1037', '28157', '28352', '28342', '62999', 'PRA28-30', '62096', '2631', '2631', 'DE28-20', '1005']"
STNR000203,"['26371', '26171', '1901', '10916', '26173', '28012', '26271', '26471', '1920', '23932', '26374', '26474', '28322', '28016', '28022', '2508', '2323', '41683', '28344', '28157', '28352', '2323', '1035', '28342', '1035', '28352', '26124', '62999', 'PRA28-30', '2631', 'DE28-20']"
STNR000204,"['26371', '26171', '1901', '10916', '26173', '28012', '26271', '26471', '1920', '23932', '26374', '26474', '28322', '28016', '28022', '2508', '2323', '41683', '28344', '28157', '28352', '26261', '26411', '28342', 'PRA28-30', '62990', '1035', 'DE28-20', '47303', '26510', '26245', '28864', '26231', '47301']"
STNR000205,"['26202', '26400', '27611', '10050', '1901', '10916', '26173', '28012', 'S23-02-1', '2323', '26471', '1920', '2508', '26374', '26271', '26471', '26474', '28322', '28016', '28022', '2508', '28344', '28352', '28322', '28342', '28157', '28022', '41686', 'PRA28-30', '41687', '62999', 'DE28-20']"
STNR000206,"['26371', '26171', '1901', '10916', '26173', '28012', '26271', '26471', '1920', '23932', '26374', '26474', '28322', '28016', '28022', '2508', '2323', '41683', '28344', '28352', '28342', 'PRA27-30', '28157', '62999', '1037', '28233', '2631', 'DE28-20']"
STNR000207,"['28344', 'PRA28-30', '28157', '28352', '62999', '2508', '28342', '26124', '26411', '2508', 'DE28-20', '26317', '26411', '26428', '42490', '41737', '42429', '28213', '26433', '28315', '26317', '28315', '28212', '26428', '28214', '26134', '26422', '26433', '26436', '28310', '26134', '26426', 'E28-35']"
STNR000208,"['26371', '26171', '1901', '10916', '26173', '28012', '26271', '26471', '1920', '23932', '26374', '26474', '28322', '28016', '28022', '2508', '2323', '41683', '28344', 'PRA28-30', '28157', '28352', '1035', '62999', '42430', '28342', '2631', 'DE28-20']"
STNR000209,"['26371', '62212', '26171', '1901', '26173', '28012', '26271', '62213', '26471', '1920', '26374', '1037', '62214', '28322', '28016', '28022', '2323', '41683', '23932', '62215', 'PRA28-30', '28352', '28342', '28157', '62999', '2633', '28852', 'DE28-20']"
STNR000210,['E33-30']
STNR000211,"['28850', '24690', 'S33-10-2', '24691', 'E33-30', '36692']"
STNR000212,"['33526', '33321', '2393', '10400', '2417', '10350', 'E33-30']"
STNR000213,"['36617', '33902', '24101', '24691', '28850', 'S33-05-1', 'E33-30']"
STNR000214,"['31598', '2411', '2429', '33901', '42575', 'S33-05-1', 'E33-30', 'S27-05-1']"
STNR000215,"['24690', '26436', '24103', '24101', '33334', '33902', '36692', '24104', 'S33-05-1', '28850', 'S33-05-2', 'E33-30']"
STNR000216,"['S33-10-1', '33692', 'E33-30', '10314', '2450', '10314']"
STNR000217,"['26126', '26330', 'S33-05-1', 'S33-02-1', 'E33-30']"
STNR000218,"['S33-05-1', 'S27-05-1', 'E33-30']"
STNR000219,"['23281', 'S33-05-1', 'S33-05-2', 'E33-30']"
STNR000220,['E33-35']
STNR000221,"['2443', '31529', '28213', 'S33-10-1', 'E33-35']"
STNR000222,"['E33-35', '2411']"
STNR000223,"['S33-15-1', 'E33-35']"
STNR000224,"['47326', '33321', '33336', 'S47-05-1', '33525', 'E33-35']"
STNR000225,"['47301', '33321', '10122', '10333', '33422', '10220', '34430', '10333', '33525', '10401', 'E33-35']"
STNR000226,"['28850', '24690', '26436', '27412', '27430', '27422', '36617', '36692', '24691', 'S27-10-1', 'E33-35']"
STNR000227,"['2452', '31245', '33355', '31265', '31220', 'E33-35']"
STNR000228,"['24690', '26436', '23281', '33901', '27430', '36685', 'S33-10-1', '33902', '28855', '24101', '28850', 'S24-15-1', '36692', 'E33-35']"
STNR000229,"['S34-05-1', '34440', '34034', '34052', '10347', 'S34-05-2', '10346', '10347', '34052', '34032', '34020', '33526', '10346', 'S33-05-1', '10347', 'E33-35', '33526']"
STNR000230,['E33-35']
STNR000231,"['34020', '10405', '10467', '10303', '33257', '34020', '10303', 'S33-05-1', '10303', '33255', 'S10-05-1', '10405', '10337', '10856', '10112', '42611', '10856', 'B22-20', '10850', '42490', '10386', '10850']"
STNR000232,"['31598', '2424', 'S33-05-1', '26400', '28213', 'E33-32']"
STNR000233,"['S34-05-1', '33321', '2411', '42490', '33250', '33422', '33355', '33336', 'S33-05-1', '22403', 'E22-30', '33526']"
STNR000234,"['33321', '10333', '47316-1', '34540', 'S33-05-1', '47319', '10304', '31761', '47301', '33526', '42435', '42490', 'E47-35']"
STNR000235,"['31590', 'KU101', '33281', '31522', 'S33-05-1', '31528', '31524', 'KU105', '2441', '2411', '2417', 'S01-05-1', 'E01-35']"
STNR000236,"['26011', '26407', '26436', '24101', '27322', 'S27-05-1', '28850', 'S27-05-2', '33690', 'S27-05-3', '27430', '36685', 'S33-05-1', '36617', '33902', '22179', '27691', 'E27-30']"
STNR000237,"['26000', '10102', '10405', 'S33-05-1', '10303', '31200', '33255', '33257', '2402', '26000', '42610', '34020', '2633', '10347', 'B34-15', '33255', '10405', 'B34-20', '34127', '34052', '34032', '22656', '10521', '42490', '10306', 'S34-10-1', '34034', '34153', '34034', '34051', '34153', '34041', '34430', 'S34-05-1']"
STNR000238,"['S33-05-1', '31590', 'KU101', '31566', '31598', '22475', '22511', 'KU101', '22202', '22281', '2411', '2450', '22235', 'KU101', '42430', 'KU101', 'E22-35']"
STNR000239,"['24690', '26436', '33901', '27430', '36685', '33902', '28855', 'S33-05-1', '24101', '24102', '28850', 'S27-10-1', '27691', '36692', '28233-2', 'E27-35']"
STNR000240,"['S41-07-1', '41073', '42085', '42071', 'S33-05-1', '42090', 'S26-05-1', '41737', 'S42-05-2', '41628', '2809', '42430', '41072', '42543', '42083', 'E42-35']"
STNR000241,"['S27-10-1', '27405', '27430', 'S27-05-1', 'S27-05-2', 'S25-07-1', '27405', 'S33-07-1', '27430', '27324', 'E27-35']"
STNR000242,"['27420', '24690', '26436', '28233-2', '36692', '36692', 'S27-05-1', '27420', '27691', 'S33-10-1', '27691', 'S27-05-2', 'E22-35']"
STNR000243,"['31598', 'S31-05-1', '31590', 'KU101', 'S33-10-1', '42430', 'S31-02-1', '33281', '2411', '46430', 'S22-07-1', 'S46-05-1', 'E46-32', 'S46-05-2']"
STNR000244,"['31529', '27002', '10303', '33255', '33281', 'B10-20', '33236', '31524', '10337', '33336', '33529', '10346', '42634-1', 'S33-10-1', '34032', '22511', '10400', '10122', '10304', 'S22-10-1', 'E22-30']"
STNR000245,"['S33-10-1', 'S33-10-2', '41655', '41656', '42490', '41710', '41655', '41656', '41664', '41661', '41653', '41733', '41744', '41667', '41664', 'S41-05-1', 'E41-30']"
STNR000246,['E11-30']
STNR000247,"['41315', '11142', '11020', '11122', '11034', '11331', 'E11-30', 'S11-10-1']"
STNR000248,['E11-30']
STNR000249,"['11112', '31241', '42490', '11122', '42430', '11982', '11127', '11222', '11522', '11116', '11124', '11080', 'E11-30', '11221', '11108']"
STNR000250,"['11464', '42435', '11563', '11430', '11374', '11857', '11858', '11859', '11854', 'E11-30', 'NTN30']"
STNR000251,"['1017', '1237', 'B11-15', '42372', '11116', '11900', '11117', '11222', '11080', 'S11-05-1', '11115', '11116', '11122', '42430', '11117', 'E11-30']"
STNR000252,"['11352', '41106', '11050', '11376', '11352', '11353', '11464', '31241', '11351', '11320', '11080', '11464', '11961', '42433', '11351', '11465', '11982', '11465', '11023', 'E11-30']"
