Course,Prerequisites
28530,"28160.­(01025/01034/01035/01037) , Formulation of models resulting
   in ordinary or partial differential equations. Advanced
   engineering mathematics, including linear partial differential
   equations."
28831,28530/88701/28361
28845,"(28140/28342).­(28016/28160) , A basic course in chemical
   reaction engineering, such as is part of a bachelor program in
   chemical engineering, and a basic course in mathematical
   modelling. Reports should be written using Word or some other
   text editing software. Data treatment and analysis involves use
   of spreadsheets and mathematical simulation software (fx. Excel
   and Maple/Matlab/Python). See Remarks."
28852,28120/28020/28121
28121,"28020/28022/28025, Theoretical course in chemical
   unit operation/process technology is necessary in order to be
   able to complete the course. Basic knowledge in inorganic,
   organic, analytical chemistry, physics, thermodynamics and
   matematics."
28150,"(28020).(28160).28864, Basic knowledge on the use of
   MATLAB or Python at the start of the course is an advantage, but
   not a necessity."
28233,"Chemistry/Chemical engineering/Biotech. bachelor or
equivalent"
26261,(01005/01015/01920).­(26200/26201/26271/26211).­(01001/01003).­(01002/01004)
28244,"28020/41401, Experience with numerical tools
   for solution of ordinary differential equations such as Matlab,
   Maple, or similar. In addition it is an advantage with knowledge
   of chemistry at an introductory level."
28870,"Knowledge about currently applied energy technologies and the
most relevant criteria for life cycle assessment and sustainability
analysis"
01025,"(01002/01004/01005).­02525, Linear algebra, Vector spaces,
   Eigenvalue problems, Systems of linear differential equations,
   Complex numbers and the complex exponential function, Taylor
   expansions, Limits, Continuity, Differentiability. Course 02525
   supplements 01002 treatment of what a mathematical proof is and
   of limits and continuity. Without course 02525 there is an
   additional note you have to study."
26004,26001.26400
26008,"26001 General and inorganic chemistry (or similar course)
should be followed simultaneously or before"
26124,26001/(26006.­26000)/26050/26800
26201,"26000.01005, 01005 at least at the same
   time"
26222,26201
26231,"(01005.­26222)/(01920.­28012.­28322).­(01001/01003).­(01001/01004) , Physical chemistry and mandatory
   mathematics."
26245,"(26200/26201/26211).­(26400).­(27002/27020) , or similar introductory physical
   and organic chemistry. Note: Expected knowledge of basic
   physical chemistry."
26301,(26000/26050).(26008/27023)
26510,"Knowledge equal to the technological courses for the Bachelor
study line in Chemistry and Technology 28241 Chemical Kinetics and
Catalysis or 26124 Coordination chemistry"
28020,"10020/26201, Not later than at the same
   time"
28125,"28020/28022/28025, Theoretical course in chemical
   unit operation/process technology is necessary in order to be
   able to complete the course. Basic knowledge in inorganic,
   organic, analytical chemistry, physics, thermodynamics and
   matematics."
28160,"(01025/01034/01035/01037).­(28020) , Please note: Course 28020 may be
   followed concurrently with 28160. Content of prerequisites:
   Please see description in course
   catalogue."
02454,"01005.02402, Basic calculus, probability
   theory and experience with Matlab or a similar
   environment"
02504,"02502, Experience programming in Python and
numpy. Image analysis or similar introductory course that covers
introduction to images and operations on images. This includes,
among others, morphological operations, filtering, geometric
transformations, image registration, classification, and
segmentation."
02512,"(02402/02403).­(02631/02632/02633/02692) , Statistical methods and
   mathematical programming"
02565,"01005.02561, Engineering math and a CAD /
   multimedia / computer graphics course"
02806,"02101/02100, The course involves work with
   high level programming languages (e.g. Python), so practical
   programming experience is recommended (e.g. in
   Python/​Java/​JavaScript/​C/​C++)"
02808,"02266.02809, Programming. JavaScript is used
   to create interactive data visualizations. It is an advantage to
   also know e.g. Python."
02823,"02110, An advanced course in algorithms and
data structures"
02826,"02823.02157, Courses in computer game
   prototyping and functional programming"
42348,"Experience in one or more of the analysis methods being used,
or in biotech, physics, chemistry, or nanotechnology, is an
advantage but not a requirement. The course gives students a chance
to work cross-disciplinary in groups with students from other DTU
study directions to combine their competences and skills. We have
good experience with students joining in from environmental,
production, physics & nanotechnology, management, chemistry,
medico and design directions - i.e. students from all directions
will likely both contribute and learn a new combination of
methods."
11463,1141111462
01018,"(01017/01019).­(01001/01003/01005/01006/01015/01016) , The following topics from
   Discrete Math 1 (01017) will be used: the induction principle,
   the extended Euclidean algorithm (both for integers and for
   polynomials), modular arithmetic. The following topics from
   01001/01003 will be used: linear algebra, among others matrix
   arithmetic, linear maps, kernel and image of a linear
   map."
01125,"01025/01034/01035/01037, The course is quite abstract, and
   consequently Mathematics 2 for Mathematics and Technology
   (01025) is a better preparation than Mathematics 2 (01035).
   Likewise, the algebra course (01018) or the linear algebra
   course (01020) may provide preparatory training in abstract
   mathematics."
01418,"01025/01034/01035/01037, Linear Ordinary Differential
   Equations (ODE); convergence of infinite series; Fourier
   series"
